product_id,product_code,product_name,generic_name,division,therapeutic_area,dosage_form,strength,pack_size,mrp,launch_date,manufacturing_site,is_cold_chain,tax_percent,status,created_at,updated_at,source_system,batch_id,ad_hoc_attribute
P200436,PRD5436,CardioZen MR,Budesonide,Cardio,Cardiology,Injection,10 mg,1x30,"5,543.58",2013-09-14,Vizag,N,5,Active,2024-01-30 04:15:34,2025-01-09 01:16:44,CRM,BATCH_20260313_002,Promo Pack
P200437,PRD5437,InfecCure Forte,Gabapentin,Anti-Infective,Infectious Disease,Ointment,20 mg,60 ml,"4,747.56",2019-04-09,Baddi,N,5,Active,2023-06-30 04:02:25,2025-04-27 03:29:21,Legacy ERP,BATCH_20260313_001,Imported
P200438,PRD5438,InfecCure Plus,Gabapentin,Anti-Infective,Infectious Disease,Tablet,50 mg,10 ml,"1,132.45",2012-09-25,Pune,Y,12,Active,2023-08-19 22:19:45,2025-04-20 22:24:57,SAP,BATCH_20260313_001,Special Tender
P200439,PRD5439,GastroEase Forte,Budesonide,Gastro,Gastroenterology,Injection,5 mg,1x10,"5,108.27",03 Sep 2018,Vizag,Y,12,Active,2024-07-06 12:22:58,2025-05-13 05:47:25,CRM,BATCH_20260313_002,Imported
P200440,PRD5440,NeuroCalm DS,Gabapentin,Neuro,Neurology,Suspension,500 mg,,"2,889.11",2021-03-18,Pune,N,12,Under Review,2024-12-26 21:26:50,2025-08-06 00:00:14,SAP,BATCH_20260313_001,
P200441,PRD5441,GastroEase DS,Budesonide,Gastro,Gastroenterology,Ointment,250 mg,1x15,"5,800.98",2021-02-19,Vizag,Y,18,Active,2025-06-30 23:55:51,2025-04-17 12:51:33,CRM,BATCH_20260313_003,Promo Pack
P200442,PRD5442,CardioZen,Budesonide,Cardio,Cardiology,Syrup,100 mg,,"7,066.71",2024-02-25,Ahmedabad,N,5,Active,2023-05-23 06:26:51,2025-12-21 08:54:57,SAP,BATCH_20260313_001,Promo Pack
P200443,PRD5443,NeuroCalm DS,Atorvastatin,Neuro,Neurology,Tablet,100 mg,1x30,"1,738.52",2020-08-17,Goa,N,18,Active,2024-11-17 22:07:19,2026-02-20 05:38:22,Legacy ERP,BATCH_20260313_002,Imported
P200444,PRD5444,GastroEase Forte,Metformin,Gastro,Gastroenterology,Inhaler,50 mg,60 ml,"4,711.98",2016-08-02,Pune,N,5,Active,2023-12-12 16:00:00,2025-02-27 13:59:47,SAP,BATCH_20260313_003,Special Tender
P200445,PRD5445,PulmoAir OD,Gabapentin,Respiratory,Pulmonology,Inhaler,20 mg,1x30,"5,781.67",2023-01-04,Vizag,Y,12,Active,2024-04-11 05:27:17,2026-01-10 16:38:31,SAP,BATCH_20260313_003,
P200446,PRD5446,CardioZen Plus,Metformin,Cardio,Cardiology,Capsule,5 mg,10 ml,"6,153.15",2020-06-07,Pune,N,12,Under Review,2024-05-05 01:54:17,2026-02-03 18:19:35,Legacy ERP,BATCH_20260313_001,Promo Pack
P200447,PRD5447,OncoRelief,Clobetasol,Oncology,Oncology,Suspension,250 mg,100 ml,"9,815.25",2015-07-02,Goa,Y,18,Active,2023-12-13 21:34:51,2025-08-30 22:22:55,SFA App,BATCH_20260313_003,Special Tender
P200448,PRD5448,GlucoFree Plus,Clobetasol,Diabetes,Endocrinology,Injection,250 mg,1x15,"4,519.46",2013-02-08,Baddi,Y,12,Active,2023-09-24 23:46:04,2026-03-04 16:55:29,SAP,BATCH_20260313_003,Imported
P200449,PRD5449,NeuroCalm Plus,Metformin,Neuro,Neurology,Tablet,5 mg,100 ml,"1,214.35",2020-12-08,Ahmedabad,N,12,Active,2023-06-17 03:37:54,2025-09-16 07:03:48,SFA App,BATCH_20260313_002,Promo Pack
P200450,PRD5450,OncoRelief Forte,Clobetasol,Oncology,Oncology,Inhaler,250 mg,5 vials,"4,918.49",2020-12-23,Ahmedabad,N,18,Active,2025-10-11 14:00:03,2025-08-29 17:35:56,SAP,BATCH_20260313_003,Legacy SKU
P200451,PRD5451,DermaSoft Forte,Atorvastatin,Dermatology,Dermatology,Ointment,10 mg,1x15,"7,447.30",2012-02-16,Goa,Y,18,Active,2025-04-11 13:46:01,2025-03-17 17:27:23,CRM,BATCH_20260313_003,Legacy SKU
P200452,PRD5452,DermaSoft OD,Pembrolizumab,Dermatology,Dermatology,Tablet,50 mg,1x10,56.41,23 Nov 2016,Vizag,N,5,Active,2023-02-13 14:02:51,2025-05-06 15:33:49,SAP,BATCH_20260313_003,Imported
P200453,PRD5453,GastroEase OD,Atorvastatin,Gastro,Gastroenterology,Injection,250 mg,100 ml,"7,834.83",2023-01-04,Goa,Y,12,Active,2023-11-13 21:44:44,2025-08-11 15:46:19,SFA App,BATCH_20260313_002,Legacy SKU
P200454,PRD5454,GastroEase OD,Gabapentin,Gastro,Gastroenterology,Suspension,20 mg,1x10,"3,149.87",04/06/2016,Ahmedabad,N,18,Active,2025-11-10 05:32:06,2025-08-17 18:17:31,SFA App,BATCH_20260313_003,Promo Pack
P200455,PRD5455,CardioZen Plus,Pembrolizumab,Cardio,Cardiology,Suspension,500 mg,5 vials,"1,867.78",2014-05-07,Ahmedabad,Y,5,Active,2025-03-07 21:57:16,2025-06-26 05:59:23,SFA App,BATCH_20260313_001,Legacy SKU
P200456,PRD5456,CardioZen Plus,Gabapentin,Cardio,Cardiology,Suspension,100 mg,100 ml,"7,226.58",2020-05-08,Baddi,N,18,Active,2023-11-01 08:29:25,2026-01-17 15:23:07,CRM,BATCH_20260313_002,Imported
P200457,PRD5457,PulmoAir,Atorvastatin,Respiratory,Pulmonology,Tablet,50 mg,5 vials,"3,556.77",2022-11-22,Hyderabad,N,18,Discontinued,2025-04-15 19:59:13,2025-04-10 04:31:27,CRM,BATCH_20260313_001,Promo Pack
P200458,PRD5458,OncoRelief Forte,Budesonide,Oncology,Oncology,Injection,10 mg,60 ml,"7,756.86",2025-08-21,Hyderabad,N,18,Active,2024-11-21 18:13:06,2025-01-19 07:51:14,SFA App,BATCH_20260313_003,
P200459,PRD5459,CardioZen MR,Budesonide,Cardio,Cardiology,Syrup,100 mg,100 ml,378.66,2017-01-01,Baddi,N,5,Active,2024-02-07 21:07:40,2025-11-17 17:56:51,CRM,BATCH_20260313_003,Promo Pack
P200460,PRD5460,DermaSoft Plus,Azithromycin,Dermatology,Dermatology,Ointment,50 mg,100 ml,168.95,2012-11-13,Ahmedabad,Y,18,Active,2025-01-31 21:43:07,2025-09-02 13:36:42,SFA App,BATCH_20260313_003,
P200461,PRD5461,GastroEase,Pembrolizumab,Gastro,Gastroenterology,Tablet,20 mg,1x30,"6,572.07",2017-12-30,Hyderabad,N,18,Active,2025-06-10 09:01:20,2025-04-16 22:09:40,SFA App,BATCH_20260313_001,Imported
P200462,PRD5462,GastroEase Forte,Pembrolizumab,Gastro,Gastroenterology,Ointment,100 mg,60 ml,"2,137.24",2023-11-01,Baddi,Y,18,Active,2025-08-17 21:43:33,2025-04-22 21:13:05,Legacy ERP,BATCH_20260313_001,Legacy SKU
P200463,PRD5463,OncoRelief MR,Pantoprazole,Oncology,Oncology,Syrup,5 mg,60 ml,"7,686.80",2018-05-23,Vizag,Y,5,Active,2025-03-22 13:27:56,2026-01-13 20:33:25,SAP,BATCH_20260313_002,Special Tender
P200464,PRD5464,PulmoAir OD,Gabapentin,Respiratory,Pulmonology,Suspension,20 mg,10 ml,"6,698.08",2020-07-25,Hyderabad,N,18,Active,2023-01-02 07:33:21,2025-04-05 09:09:54,SFA App,BATCH_20260313_002,Legacy SKU
P200465,PRD5465,OncoRelief Forte,Budesonide,Oncology,Oncology,Inhaler,5 mg,1x30,"2,063.83",2022-09-11,Ahmedabad,Y,18,Active,2024-11-20 19:18:00,2025-04-13 17:36:22,Legacy ERP,BATCH_20260313_003,Promo Pack
P200466,PRD5466,GastroEase,Metformin,Gastro,Gastroenterology,Injection,20 mg,10 ml,"4,855.34",23-08-2024,Vizag,Y,5,Active,2025-08-15 06:24:42,2025-07-12 07:43:47,CRM,BATCH_20260313_002,Special Tender
P200467,PRD5467,InfecCure,Budesonide,Anti-Infective,Infectious Disease,Syrup,10 mg,100 ml,"4,477.03",2014-03-03,Goa,Y,12,Active,2023-01-11 03:37:07,2025-01-18 19:00:19,SFA App,BATCH_20260313_002,
P200468,PRD5468,InfecCure,Gabapentin,Anti-Infective,Infectious Disease,Suspension,10 mg,5 vials,"7,583.02",2013-06-17,Vizag,Y,18,Active,2025-01-01 19:23:40,2025-05-24 02:30:27,SAP,BATCH_20260313_003,
P200469,PRD5469,PulmoAir OD,Clobetasol,Respiratory,Pulmonology,Inhaler,50 mg,1x10,"1,098.47",2016-07-25,Ahmedabad,Y,18,Active,2025-06-10 18:53:19,2025-05-11 15:50:13,CRM,BATCH_20260313_003,Special Tender
P200470,PRD5470,CardioZen,Atorvastatin,Cardio,Cardiology,Inhaler,250 mg,5 vials,"4,327.27",2017-04-21,Baddi,Y,12,Active,2024-09-12 23:28:28,2025-02-16 18:33:59,CRM,BATCH_20260313_002,Promo Pack
P200471,PRD5471,PulmoAir Forte,Pantoprazole,Respiratory,Pulmonology,Ointment,500 mg,1x30,"2,146.43",22-12-2010,Vizag,N,5,Active,2023-04-03 16:55:36,2025-11-27 18:53:43,SFA App,BATCH_20260313_002,Special Tender
P200472,PRD5472,OncoRelief Forte,Pantoprazole,Oncology,Oncology,Ointment,20 mg,1x15,"9,818.09",2015-03-18,Baddi,N,12,Active,2024-04-26 16:28:04,2025-01-03 16:34:02,CRM,BATCH_20260313_002,Promo Pack
P200473,PRD5473, GastroEase OD  ,Atorvastatin,Gastro,Gastroenterology,Capsule,100 mg,1x30,"2,589.96",2019-08-01,Ahmedabad,Y,18,Active,2023-06-17 13:05:11,2025-04-01 03:51:21,SAP,BATCH_20260313_001,Imported
P200474,PRD5474,GastroEase Forte,Metformin,Gastro,Gastroenterology,Inhaler,250 mg,1x30,"6,308.73",05/13/2022,Baddi,N,18,Active,2024-03-16 06:23:08,2026-03-09 17:26:45,SFA App,BATCH_20260313_001,
P200475,PRD5475,PulmoAir Forte,Atorvastatin,Respiratory,Pulmonology,Capsule,100 mg,1x30,"7,745.89",2010-01-03,Goa,Y,5,Under Review,2023-03-05 02:11:54,2025-05-31 11:54:29,SAP,BATCH_20260313_003,
P200476,PRD5476,DermaSoft OD,Gabapentin,Dermatology,Dermatology,Ointment,100 mg,1x10,"5,716.20",2024-09-02,Ahmedabad,N,5,Discontinued,2024-11-19 03:36:06,2025-12-10 23:51:37,CRM,BATCH_20260313_003,Special Tender
P200477,PRD5477,InfecCure OD,Azithromycin,Anti-Infective,Infectious Disease,Tablet,5 mg,60 ml,"6,339.91",2024-10-22,Hyderabad,Y,18,Active,2025-01-18 00:31:58,2025-12-26 03:38:27,SAP,BATCH_20260313_001,Imported
P200478,PRD5478,PulmoAir DS,Gabapentin,Respiratory,Pulmonology,Ointment,10 mg,5 vials,"9,474.67",09/01/2011,Baddi,Y,5,Active,2023-05-30 15:31:23,2025-09-25 17:22:24,CRM,BATCH_20260313_003,Special Tender
P200479,PRD5479,NeuroCalm OD,Pembrolizumab,Neuro,Neurology,Injection,100 mg,1x10,"7,307.14",2018-12-17,Vizag,Y,5,Under Review,2025-01-28 02:27:20,2025-09-09 21:05:10,SAP,BATCH_20260313_001,Imported
P200480,PRD5480,GastroEase,Metformin,Gastro,Gastroenterology,Inhaler,5 mg,5 vials,"8,511.42",2011-06-04,Hyderabad,Y,5,Active,2024-10-26 11:37:55,2026-01-17 16:49:31,CRM,BATCH_20260313_001,Special Tender
P200481,PRD5481,OncoRelief Forte,Pantoprazole,Oncology,Oncology,Ointment,10 mg,1x10,"4,995.50",2024-11-12,Baddi,Y,18,Active,2023-08-09 18:48:25,2025-10-08 01:18:22,SAP,BATCH_20260313_002,Legacy SKU
P200482,PRD5482,GlucoFree Plus,Atorvastatin,Diabetes,Endocrinology,Ointment,5 mg,1x15,"7,751.96",2014-11-14,Vizag,Y,12,Active,2025-04-13 01:56:34,2025-12-26 02:44:39,SFA App,BATCH_20260313_001,Promo Pack
P200483,PRD5483,CardioZen MR,Clobetasol,Cardio,Cardiology,Syrup,500 mg,5 vials,"8,627.14",19/04/2015,Baddi,N,18,Active,2023-09-27 22:29:16,2025-06-24 12:27:38,CRM,BATCH_20260313_003,Imported
P200484,PRD5484,DermaSoft Plus,Gabapentin,Dermatology,Dermatology,Tablet,100 mg,100 ml,"6,566.85",unknown,Pune,N,12,Discontinued,2025-06-26 13:11:20,2026-03-11 06:43:48,Legacy ERP,BATCH_20260313_002,Special Tender
P200485,PRD5485,GastroEase MR,Metformin,Gastro,Gastroenterology,Injection,100 mg,1x10,"9,528.31",2017-09-30,Goa,N,5,Active,2024-08-24 21:45:24,2025-09-23 10:37:58,SAP,BATCH_20260313_001,Special Tender
P200486,PRD5486,OncoRelief OD,Pantoprazole,Oncology,Oncology,Injection,100 mg,5 vials,"7,096.37",2018-09-15,Baddi,Y,12,Active,2023-09-19 08:51:25,2025-10-08 19:58:40,SFA App,BATCH_20260313_002,
P200487,PRD5487,GlucoFree OD,Azithromycin,Diabetes,Endocrinology,Suspension,50 mg,1x30,484.32,07/13/2013,Ahmedabad,Y,5,Active,2023-10-30 10:09:17,2025-04-02 06:21:09,Legacy ERP,BATCH_20260313_003,Special Tender
P200488,PRD5488,CardioZen Forte,Gabapentin,Cardio,Cardiology,Ointment,5 mg,60 ml,658.00,09/20/2021,Baddi,N,5,Active,2025-01-07 23:57:14,2025-06-19 06:49:05,CRM,BATCH_20260313_003,
P200489,PRD5489,NeuroCalm Plus,Budesonide,Neuro,Neurology,Syrup,20 mg,10 ml,"2,419.77",22 May 2017,Vizag,Y,5,Active,2023-10-28 18:17:58,2025-05-13 23:14:46,SAP,BATCH_20260313_002,
P200490,PRD5490,NeuroCalm MR,Gabapentin,Neuro,Neurology,Inhaler,500 mg,1x10,"8,458.86",2020-11-21,Vizag,N,12,Active,2023-11-06 22:55:19,2025-01-24 04:06:59,SAP,BATCH_20260313_002,Imported
P200491,PRD5491,OncoRelief DS,Metformin,Oncology,Oncology,Ointment,10 mg,1x10,196.90,14 Jan 2021,Goa,N,5,Discontinued,2023-11-30 13:22:29,2025-09-23 19:48:51,SFA App,BATCH_20260313_001,Promo Pack
P200492,PRD5492,DermaSoft OD,Clobetasol,Dermatology,Dermatology,Suspension,100 mg,10 ml,"2,135.49",2016-05-01,Goa,Y,5,Active,2025-10-08 20:09:20,2025-06-09 09:47:11,CRM,BATCH_20260313_003,Promo Pack
P200493,PRD5493,PulmoAir Plus,Pembrolizumab,Respiratory,Pulmonology,Ointment,20 mg,,496.64,2020-06-13,Pune,N,5,Active,2025-12-15 05:32:30,2025-03-23 00:16:28,SFA App,BATCH_20260313_002,Special Tender
P200494,PRD5494,GastroEase Plus,Azithromycin,Gastro,Gastroenterology,Syrup,50 mg,100 ml,"6,872.19",2021-12-09,Baddi,Y,5,Active,2024-10-03 06:04:43,2026-03-08 06:45:58,SFA App,BATCH_20260313_003,Promo Pack
P200495,PRD5495,PulmoAir,Metformin,Respiratory,Pulmonology,Inhaler,5 mg,1x30,"4,758.90",2013-01-21,Baddi,N,12,Active,2023-09-07 00:51:24,2025-02-11 08:59:18,Legacy ERP,BATCH_20260313_001,Imported
P200496,PRD5496,GastroEase,Budesonide,Gastro,Gastroenterology,Capsule,20 mg,1x30,"7,846.81",2020-05-07,Baddi,Y,18,Discontinued,2024-04-09 07:52:15,2025-05-22 18:59:28,CRM,BATCH_20260313_003,Special Tender
P200497,PRD5497,InfecCure Plus,Gabapentin,Anti-Infective,Infectious Disease,Capsule,5 mg,1x10,"5,925.60",2011-01-10,Vizag,N,18,Active,2023-05-21 23:33:33,2025-09-17 02:53:59,SFA App,BATCH_20260313_003,Special Tender
P200498,PRD5498,CardioZen DS,Pembrolizumab,Cardio,Cardiology,Injection,250 mg,5 vials,"2,176.12",2012-08-05,Hyderabad,Y,12,Discontinued,2023-04-03 06:13:07,2025-03-24 05:11:14,Legacy ERP,BATCH_20260313_002,Imported
P200499,PRD5499,CardioZen Forte,Metformin,Cardio,Cardiology,Syrup,50 mg,1x10,"8,657.50",2020-02-08,Goa,Y,12,Active,2024-09-26 14:30:46,2025-09-12 08:00:29,SAP,BATCH_20260313_001,Special Tender
P200500,PRD5500,GASTROEAse forte,Pantoprazole,Gastro,Gastroenterology,Inhaler,50 mg,5 vials,"8,426.39",2019-01-08,Hyderabad,Y,5,Active,2023-09-18 03:37:53,2025-04-19 16:26:55,CRM,BATCH_20260313_002,Imported
P200501,PRD5501,NeuroCalm DS,Budesonide,Neuro,Neurology,Ointment,500 mg,10 ml,"8,384.03",2019-07-28,Vizag,N,18,Active,2025-06-01 18:10:42,2026-01-25 01:57:25,SFA App,BATCH_20260313_003,Special Tender
P200502,PRD5502,CardioZen Forte,Budesonide,Cardio,Cardiology,Syrup,20 mg,60 ml,"2,639.64",2015-03-13,Goa,N,18,Discontinued,2023-07-07 03:33:42,2025-06-08 13:22:06,CRM,BATCH_20260313_002,Legacy SKU
P200503,PRD5503,GlucoFree OD,Metformin,Diabetes,Endocrinology,Injection,5 mg,5 vials,231.07,2015-04-10,Vizag,Y,12,Active,2025-12-19 03:05:44,2025-07-30 23:21:37,Legacy ERP,BATCH_20260313_002,Imported
P200504,PRD5504,DermaSoft DS,Azithromycin,Dermatology,Dermatology,Ointment,100 mg,1x30,"9,079.29",2011-08-24,Ahmedabad,Y,18,Active,2025-10-13 05:31:25,2025-08-25 13:33:31,SFA App,BATCH_20260313_002,Promo Pack
P200505,PRD5505, PulmoAir MR  ,Metformin,Respiratory,Pulmonology,Injection,20 mg,5 vials,"5,885.01",2019-07-15,Hyderabad,Y,18,Active,2024-09-01 05:27:50,2025-09-09 04:12:12,SAP,BATCH_20260313_003,Special Tender
P200506,PRD5506,GastroEase Plus,Metformin,Gastro,Gastroenterology,Capsule,5 mg,1x30,"3,322.93",2010-09-29,Baddi,N,12,Active,2024-02-12 13:16:31,2025-11-13 05:48:04,Legacy ERP,BATCH_20260313_003,Imported
P200507,PRD5507,CardioZen,Metformin,Cardio,Cardiology,Suspension,5 mg,1x10,"7,666.79",2021-10-07,Pune,N,18,Active,2024-09-30 20:51:42,2025-11-05 18:05:21,SFA App,BATCH_20260313_001,Imported
P200508,PRD5508,CardioZen MR,Budesonide,Cardio,Cardiology,Injection,50 mg,10 ml,"9,632.41",2022-11-02,Ahmedabad,Y,5,Active,2024-02-01 14:11:27,2025-06-06 07:43:11,SAP,BATCH_20260313_002,Imported
P200509,PRD5509,GastroEase OD,Clobetasol,Gastro,Gastroenterology,Ointment,100 mg,60 ml,"1,060.39",2013-07-20,Vizag,N,12,Discontinued,2025-06-28 19:12:10,2026-01-29 15:29:00,SAP,BATCH_20260313_001,Promo Pack
P200510,PRD5510,NeuroCalm Plus,Budesonide,Neuro,Neurology,Inhaler,250 mg,60 ml,"7,204.19",2020-06-18,Baddi,N,18,Active,2025-11-07 17:44:34,2025-11-25 21:35:26,SAP,BATCH_20260313_001,Imported
P200511,PRD5511,DermaSoft OD,Pantoprazole,Dermatology,Dermatology,Injection,250 mg,60 ml,"8,064.10",2014-07-01,Pune,Y,18,Discontinued,2025-04-21 08:17:56,2025-09-12 01:10:24,CRM,BATCH_20260313_001,Special Tender
P200512,PRD5512,GastroEase,Clobetasol,Gastro,Gastroenterology,Ointment,500 mg,10 ml,"8,593.76",2019-07-08,Pune,N,18,Active,2025-02-27 19:16:52,2025-10-26 20:16:28,SAP,BATCH_20260313_002,Promo Pack
P200513,PRD5513,PulmoAir OD,Atorvastatin,Respiratory,Pulmonology,Inhaler,20 mg,5 vials,"2,527.51",2015-09-02,Hyderabad,N,12,Active,2023-01-12 17:46:17,2025-12-14 23:33:39,SFA App,BATCH_20260313_002,Legacy SKU
P200514,PRD5514,NeuroCalm DS,Clobetasol,Neuro,Neurology,Syrup,20 mg,1x10,"9,279.83",2019-11-22,Ahmedabad,Y,12,Active,2024-03-18 06:46:34,2025-07-10 12:37:12,CRM,BATCH_20260313_003,Imported
P200515,PRD5515,GlucoFree MR,Atorvastatin,Diabetes,Endocrinology,Inhaler,10 mg,10 ml,"8,001.00",09-07-2018,Ahmedabad,Y,5,Under Review,2024-07-16 02:22:00,2026-01-05 12:13:11,Legacy ERP,BATCH_20260313_001,Promo Pack
P200516,PRD5516,GlucoFree,Budesonide,Diabetes,Endocrinology,Suspension,5 mg,5 vials,"6,238.23",2013-03-02,Hyderabad,N,12,Active,2025-05-24 08:44:50,2025-07-21 13:47:02,CRM,BATCH_20260313_001,Legacy SKU
P200517,PRD5517,InfecCure MR,Metformin,Anti-Infective,Infectious Disease,Syrup,10 mg,5 vials,"7,718.00",2023-11-22,Goa,N,5,Active,2023-07-01 00:11:40,2025-09-08 13:02:30,SAP,BATCH_20260313_003,Imported
P200518,PRD5518,DermaSoft Forte,Azithromycin,Dermatology,Dermatology,Injection,5 mg,10 ml,"4,646.81",2021-08-12,Hyderabad,Y,12,Active,2024-05-30 06:56:20,2025-08-17 20:23:17,SFA App,BATCH_20260313_003,Imported
P200519,PRD5519,PulmoAir Plus,Pembrolizumab,Respiratory,Pulmonology,Injection,500 mg,,"7,501.96",18/09/2017,Goa,N,12,Active,2025-08-21 01:30:05,2025-11-22 22:34:43,SAP,BATCH_20260313_001,Imported
P200520,PRD5520,OncoRelief OD,Metformin,Oncology,Oncology,Capsule,10 mg,100 ml,"4,572.17",2012-02-17,Vizag,N,18,Active,2024-02-29 07:31:26,2025-09-14 14:00:21,SAP,BATCH_20260313_002,Imported
P200521,PRD5521,GlucoFree,Clobetasol,Diabetes,Endocrinology,Tablet,500 mg,1x10,"8,072.06",2019-01-27,Ahmedabad,Y,12,Active,2024-09-09 14:33:46,2025-05-18 16:12:51,SAP,BATCH_20260313_001,Promo Pack
P200522,PRD5522,DermaSoft OD,Atorvastatin,Dermatology,Dermatology,Suspension,50 mg,1x15,"2,617.05",15-05-2017,Goa,Y,18,Active,2023-08-30 14:35:55,2026-02-24 16:15:50,SFA App,BATCH_20260313_002,Legacy SKU
P200523,PRD5523,GlucoFree,Gabapentin,Diabetes,Endocrinology,Syrup,50 mg,10 ml,"8,759.27",2021-08-24,Vizag,N,18,Active,2023-02-19 06:11:40,2025-01-18 14:40:56,Legacy ERP,BATCH_20260313_002,
P200524,PRD5524,DermaSoft MR,Metformin,Dermatology,Dermatology,Inhaler,10 mg,10 ml,"2,071.92",2024-01-07,Baddi,Y,18,Discontinued,2025-04-03 12:12:14,2025-01-11 19:52:57,CRM,BATCH_20260313_001,Promo Pack
P200525,PRD5525,GASTROEASE PLUS,Clobetasol,Gastro,Gastroenterology,Syrup,20 mg,1x30,"8,296.77",2015-06-29,Vizag,N,5,Discontinued,2023-02-22 03:09:55,2025-11-18 19:22:13,SAP,BATCH_20260313_003,Promo Pack
P200526,PRD5526,cardiozen ds,Atorvastatin,Cardio,Cardiology,Suspension,5 mg,1x30,"8,421.64",2014-07-01,Hyderabad,Y,12,Active,2023-09-12 22:02:36,2025-05-02 01:58:22,Legacy ERP,BATCH_20260313_003,Promo Pack
P200527,PRD5527,InfecCure Forte,Azithromycin,Anti-Infective,Infectious Disease,Ointment,10 mg,60 ml,"2,050.84",2019-12-12,Vizag,Y,12,Active,2024-11-05 20:43:20,2025-05-02 16:53:06,Legacy ERP,BATCH_20260313_001,Imported
P200528,PRD5528,OncoRelief,Pembrolizumab,Oncology,Oncology,Injection,50 mg,1x15,"8,398.39",2014-03-19,Baddi,N,5,Discontinued,2025-01-17 20:29:43,2025-08-03 16:50:33,SAP,BATCH_20260313_002,Promo Pack
P200529,PRD5529,CardioZen MR,Clobetasol,Cardio,Cardiology,Suspension,10 mg,1x10,"7,317.77",2012-10-12,Baddi,N,5,Active,2024-08-25 16:35:18,2025-10-27 23:07:56,Legacy ERP,BATCH_20260313_003,
P200530,PRD5530,OncoRelief Forte,Atorvastatin,Oncology,Oncology,Capsule,250 mg,1x30,307.40,2019-02-18,Ahmedabad,N,12,Active,2024-03-06 11:55:21,2025-09-18 16:04:54,SAP,BATCH_20260313_003,Legacy SKU
P200531,PRD5531,OncoRelief Forte,Azithromycin,Oncology,Oncology,Inhaler,50 mg,10 ml,"4,880.44",2016-09-23,Hyderabad,N,12,Discontinued,2023-08-29 04:13:32,2025-08-18 04:54:18,CRM,BATCH_20260313_002,Imported
P200532,PRD5532, InfecCure Plus  ,Clobetasol,Anti-Infective,Infectious Disease,Syrup,100 mg,1x10,"2,831.66",2021-01-25,Goa,N,12,Discontinued,2023-08-05 13:27:08,2025-04-12 21:36:21,SFA App,BATCH_20260313_003,Special Tender
P200533,PRD5533,GlucoFree Forte,Atorvastatin,Diabetes,Endocrinology,Capsule,10 mg,1x30,"4,270.23",2023-02-23,Vizag,Y,12,Active,2023-11-14 04:31:09,2025-12-14 15:25:23,CRM,BATCH_20260313_001,Promo Pack
P200534,PRD5534,DermaSoft,Azithromycin,Dermatology,Dermatology,Inhaler,5 mg,100 ml,592.92,2014-07-13,Pune,N,18,Active,2024-08-16 11:22:39,2025-06-22 11:59:27,CRM,BATCH_20260313_001,Special Tender
P200535,PRD5535,PulmoAir,Pantoprazole,Respiratory,Pulmonology,Injection,10 mg,1x30,"5,540.61",2020-11-06,Pune,Y,12,Under Review,2023-07-07 00:32:26,2026-01-24 22:03:18,CRM,BATCH_20260313_001,Special Tender
P200536,PRD5536,GlucoFree,Pembrolizumab,Diabetes,Endocrinology,Tablet,20 mg,1x30,"5,722.93",2020-07-29,Hyderabad,N,18,Active,2023-04-05 19:43:15,2025-02-05 21:43:26,SAP,BATCH_20260313_003,Imported
P200537,, DermaSoft Plus  ,Budesonide,Dermatology,Dermatology,Ointment,250 mg,100 ml,"1,104.20",2011-12-22,Hyderabad,Y,5,Active,2023-04-10 01:39:45,2025-04-08 21:43:46,CRM,BATCH_20260313_003,Legacy SKU
P200538,PRD5538,GastroEase MR,Atorvastatin,Gastro,Gastroenterology,Inhaler,10 mg,10 ml,"2,360.98",2010-12-15,Ahmedabad,Y,18,Under Review,2023-05-09 17:34:39,2025-04-19 16:19:18,SFA App,BATCH_20260313_003,
P200539,PRD5539,GastroEase OD,Gabapentin,Gastro,Gastroenterology,Suspension,500 mg,10 ml,"7,292.35",2019-01-25,Pune,Y,5,Active,2025-04-08 13:18:30,2025-05-23 04:46:52,SFA App,BATCH_20260313_002,Promo Pack
P200540,PRD5540,CardioZen,Pembrolizumab,Cardio,Cardiology,Suspension,20 mg,10 ml,"8,089.33",2022-07-14,Ahmedabad,N,18,Active,2025-08-29 14:52:54,2025-06-04 08:39:36,CRM,BATCH_20260313_002,Special Tender
P200541,PRD5541,InfecCure Forte,Budesonide,Anti-Infective,Infectious Disease,Suspension,250 mg,1x10,"6,939.27",2015-10-09,Pune,N,12,Active,2023-10-23 06:39:17,2025-01-06 04:40:24,SAP,BATCH_20260313_003,Imported
P200542,PRD5542,GastroEase MR,Metformin,Gastro,Gastroenterology,Tablet,20 mg,5 vials,"5,317.88",2018-09-19,Goa,Y,5,Active,2023-10-07 08:24:35,2025-09-09 04:11:57,SAP,BATCH_20260313_001,Special Tender
P200543,PRD5543,PulmoAir,Atorvastatin,Respiratory,Pulmonology,Injection,10 mg,10 ml,675.68,2022-07-08,Ahmedabad,N,18,Discontinued,2025-12-02 10:31:32,2025-05-06 01:59:16,Legacy ERP,BATCH_20260313_002,Imported
P200544,PRD5544,GastroEase Forte,Pantoprazole,Gastro,Gastroenterology,Inhaler,250 mg,5 vials,"9,026.92",2025-02-26,Ahmedabad,N,18,Active,2023-04-21 11:21:04,2026-03-12 23:08:58,SFA App,BATCH_20260313_003,Special Tender
